"Customer ID",Age,Gender,"Loyalty Member","Product Type",SKU,Rating,"Order Status","Payment Method","Total Price","Unit Price",Quantity,"Purchase Date","Shipping Type","Add-on Total","Add-ons Purchased1","Add-ons Purchased2","Add-ons Purchased3"
1008,66,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-09-25,Express,65.85,"Extended Warranty","Impulse Item","Extended Warranty"
1011,72,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",7911.9,791.19,10,2024-07-07,Standard,70.17,Accessory,Accessory,Accessory
1013,42,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-03-18,Overnight,57.81,Accessory,"Impulse Item",Accessory
1014,73,Female,No,Smartwatch,SKU1003,3,Cancelled,"Credit Card",5068.98,844.83,6,2024-01-02,Standard,69.31,"Extended Warranty","Extended Warranty",None
1014,73,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-05-18,Standard,8.3,Accessory,None,None
1015,22,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,2024-09-02,Standard,80,Accessory,Accessory,Accessory
1016,61,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-07-07,Overnight,0,None,None,None
1018,34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-07-23,Express,70.39,"Impulse Item","Extended Warranty",None
1019,45,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,83,20.75,4,2024-03-14,Express,0,None,None,None
1019,45,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-04-20,Express,37.87,"Impulse Item","Impulse Item",None
1019,45,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-07-21,Express,49.17,Accessory,None,None
1020,57,Female,No,Smartwatch,SKU1003,3,Cancelled,"Debit Card",3379.32,844.83,4,2023-12-02,Express,37.13,"Impulse Item",Accessory,"Extended Warranty"
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-20,Overnight,49.54,Accessory,"Extended Warranty",None
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-04-27,Overnight,73.49,"Impulse Item",Accessory,"Impulse Item"
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-07-10,Overnight,51.93,"Extended Warranty","Impulse Item",None
1025,77,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",2783.76,463.96,6,2024-01-29,Overnight,0,None,None,None
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2024-08-28,Express,77.78,"Extended Warranty","Extended Warranty",None
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-11-28,Overnight,0,None,None,None
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",6758.64,844.83,8,2023-11-30,Overnight,0,None,None,None
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",4224.15,844.83,5,2024-02-27,Express,46.03,Accessory,"Impulse Item",Accessory
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",5913.81,844.83,7,2024-01-21,Express,0,None,None,None
1031,20,Female,No,Smartphone,SKU1001,5,Completed,"Debit Card",103.75,20.75,5,2024-09-03,Overnight,17.79,Accessory,Accessory,None
1033,54,Female,No,Tablet,SKU1002,3,Completed,"Debit Card",988.12,247.03,4,2023-11-30,Overnight,0,None,None,None
1033,54,Female,No,Smartphone,SKU1004,2,Completed,"Debit Card",3164.76,791.19,4,2024-01-12,Standard,49.24,Accessory,Accessory,None
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-09-24,Standard,0,None,None,None
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-25,Standard,33.56,Accessory,Accessory,None
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,"Debit Card",3955.95,791.19,5,2023-10-12,Standard,56.62,"Extended Warranty","Impulse Item",None
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2024-01-28,Express,0,None,None,None
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-07-08,Overnight,10,"Extended Warranty",None,None
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-29,Standard,0,None,None,None
1038,56,Female,No,Smartphone,SKU1001,5,Completed,"Debit Card",145.25,20.75,7,2024-08-17,Express,47.94,Accessory,"Extended Warranty",None
1038,56,Female,No,Smartphone,SKU1004,2,Completed,"Debit Card",5538.33,791.19,7,2024-09-23,Overnight,26.01,"Extended Warranty",Accessory,None
1039,53,Female,No,Tablet,SKU1002,3,Completed,"Credit Card",1729.21,247.03,7,2024-08-31,Standard,0,None,None,None
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,"Credit Card",6329.52,791.19,8,2023-10-16,Standard,92.79,Accessory,"Extended Warranty","Extended Warranty"
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",145.25,20.75,7,2024-06-26,Overnight,53.02,"Impulse Item","Impulse Item",None
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-16,Overnight,111.25,"Impulse Item",Accessory,"Extended Warranty"
1043,76,Male,No,Smartphone,SKU1001,5,Completed,"Debit Card",207.5,20.75,10,2024-03-05,Overnight,0,None,None,None
1047,73,Male,No,Tablet,SKU1002,3,Completed,"Debit Card",2470.3,247.03,10,2023-12-11,Express,63.23,Accessory,"Impulse Item",None
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,"Debit Card",2470.3,247.03,10,2023-10-28,Express,0,None,None,None
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-06-25,Standard,86.36,Accessory,"Impulse Item",Accessory
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-08-03,Standard,45.46,Accessory,None,None
1053,79,Female,No,Laptop,SKU1005,3,Completed,"Debit Card",4175.64,463.96,9,2023-12-20,Standard,88.3,"Impulse Item","Impulse Item",Accessory
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-05-08,Standard,79.9,"Impulse Item","Extended Warranty","Impulse Item"
1056,24,Female,No,Laptop,SKU1005,3,Completed,"Credit Card",1855.84,463.96,4,2024-04-27,Overnight,41.24,Accessory,"Extended Warranty",None
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2023-10-22,Express,0,None,None,None
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,"Debit Card",1482.18,247.03,6,2024-03-28,Express,116.77,"Extended Warranty",Accessory,"Impulse Item"
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,2024-06-12,Overnight,92.57,"Impulse Item",Accessory,Accessory
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",3955.95,791.19,5,2024-07-08,Express,0,None,None,None
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-02-22,Overnight,66.17,"Extended Warranty","Extended Warranty",None
1059,37,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",463.96,463.96,1,2024-06-27,Express,5.52,"Extended Warranty",None,None
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,"Credit Card",1855.84,463.96,4,2023-09-28,Standard,52.01,Accessory,"Impulse Item","Extended Warranty"
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-12-07,Overnight,31.89,"Impulse Item",None,None
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-01-29,Overnight,49.59,"Impulse Item",None,None
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-25,Standard,14.49,"Impulse Item",None,None
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-05-21,Express,83.41,"Impulse Item",Accessory,None
1062,62,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",6329.52,791.19,8,2024-03-23,Standard,26.24,"Impulse Item","Extended Warranty",None
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-04-25,Standard,0,None,None,None
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",2373.57,791.19,3,2024-07-08,Express,6.47,"Extended Warranty",None,None
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-02-28,Standard,43.16,Accessory,"Extended Warranty","Impulse Item"
1066,44,Female,No,Smartphone,SKU1004,2,Completed,"Credit Card",2373.57,791.19,3,2024-07-13,Overnight,40.68,"Extended Warranty","Impulse Item",None
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,2023-10-17,Standard,0,None,None,None
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",1689.66,844.83,2,2023-12-30,Standard,81.55,"Impulse Item",Accessory,"Impulse Item"
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-05-21,Standard,96.61,Accessory,"Extended Warranty",None
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2023-11-29,Standard,6.3,"Extended Warranty",None,None
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",7603.47,844.83,9,2024-06-17,Overnight,0,None,None,None
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-07-11,Standard,8.66,Accessory,None,None
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,"Credit Card",1976.24,247.03,8,2024-09-12,Express,46.38,"Extended Warranty",None,None
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-11-06,Standard,58.95,Accessory,"Impulse Item",None
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-12-26,Express,12.28,"Extended Warranty",None,None
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-14,Overnight,12.86,"Impulse Item",Accessory,None
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-24,Standard,25.61,"Impulse Item",None,None
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-12,Overnight,8.16,"Impulse Item",None,None
1079,64,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",2373.57,791.19,3,2024-09-15,Overnight,101.06,"Extended Warranty",Accessory,"Extended Warranty"
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-01-03,Standard,0,None,None,None
1080,55,Female,No,Tablet,SKU1002,3,Completed,"Credit Card",247.03,247.03,1,2024-08-18,Express,16.65,"Impulse Item",None,None
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,"Credit Card",3379.32,844.83,4,2024-07-29,Overnight,0,None,None,None
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-11,Express,91.36,"Impulse Item","Impulse Item","Extended Warranty"
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-05-02,Overnight,10.04,"Extended Warranty",None,None
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,2024-07-01,Overnight,25.72,Accessory,None,None
1089,45,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",3955.95,791.19,5,2024-08-09,Express,0,None,None,None
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,"Debit Card",741.09,247.03,3,2024-05-04,Express,22.88,"Extended Warranty",None,None
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,"Credit Card",1689.66,844.83,2,2024-03-22,Express,14.52,"Impulse Item","Extended Warranty",None
1093,56,Female,No,Smartphone,SKU1004,2,Completed,"Credit Card",7120.71,791.19,9,2024-04-27,Express,29.11,"Impulse Item",None,None
1094,65,Male,No,Smartphone,SKU1001,5,Completed,"Debit Card",20.75,20.75,1,2024-05-07,Overnight,0,None,None,None
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-12-13,Standard,27.89,Accessory,None,None
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-15,Overnight,85.32,"Extended Warranty","Extended Warranty",None
1097,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,2024-03-25,Express,51.12,Accessory,Accessory,None
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",1582.38,791.19,2,2023-10-09,Standard,100.12,"Impulse Item","Extended Warranty","Impulse Item"
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2024-05-31,Overnight,0,None,None,None
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,"Credit Card",741.09,247.03,3,2024-02-29,Express,35.79,"Extended Warranty",None,None
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,"Credit Card",3379.32,844.83,4,2024-05-19,Overnight,48.78,"Impulse Item","Impulse Item","Extended Warranty"
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-09,Standard,88.38,Accessory,Accessory,None
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",791.19,791.19,1,2023-10-25,Overnight,32.35,"Impulse Item",None,None
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-05-23,Overnight,125.35,"Impulse Item","Extended Warranty","Impulse Item"
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-07-23,Express,77.61,"Impulse Item",Accessory,None
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,2024-08-06,Express,0,None,None,None
1105,42,Female,No,Tablet,SKU1002,3,Completed,"Debit Card",1482.18,247.03,6,2024-09-20,Overnight,102,"Impulse Item",Accessory,"Extended Warranty"
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,"Debit Card",1855.84,463.96,4,2024-03-25,Overnight,104.93,Accessory,"Impulse Item",Accessory
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,"Debit Card",186.75,20.75,9,2024-07-13,Overnight,42.66,Accessory,None,None
1110,76,Male,No,Smartphone,SKU1001,5,Completed,"Credit Card",207.5,20.75,10,2024-07-11,Express,0,None,None,None
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-02-15,Overnight,63.79,Accessory,Accessory,None
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-06-19,Express,48.57,"Extended Warranty","Extended Warranty",None
1114,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-01-31,Overnight,71.97,"Impulse Item","Extended Warranty","Extended Warranty"
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-12-30,Overnight,53.95,"Impulse Item",Accessory,None
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-06-04,Overnight,0,None,None,None
1115,31,Female,No,Tablet,SKU1002,3,Completed,"Debit Card",247.03,247.03,1,2024-09-10,Standard,0,None,None,None
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-01-10,Overnight,15.85,"Extended Warranty",None,None
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-05-20,Express,0,None,None,None
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",1689.66,844.83,2,2024-03-06,Overnight,48.25,"Impulse Item",Accessory,None
1119,24,Male,No,Tablet,SKU1002,3,Completed,"Credit Card",1482.18,247.03,6,2024-01-12,Standard,65.34,Accessory,"Impulse Item",None
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,"Debit Card",186.75,20.75,9,2023-12-13,Express,48.52,"Extended Warranty",None,None
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",103.75,20.75,5,2024-02-25,Express,0,None,None,None
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-09-15,Express,0,None,None,None
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,"Credit Card",6758.64,844.83,8,2024-04-09,Overnight,54.15,"Extended Warranty",Accessory,None
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,"Debit Card",791.19,791.19,1,2024-08-12,Standard,5.86,Accessory,None,None
1124,24,Female,No,Laptop,SKU1005,3,Completed,"Credit Card",1855.84,463.96,4,2024-02-12,Overnight,0,None,None,None
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,"Debit Card",3711.68,463.96,8,2024-02-26,Standard,85.04,"Extended Warranty",Accessory,"Extended Warranty"
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-05,Overnight,104.82,"Impulse Item","Extended Warranty","Impulse Item"
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",5913.81,844.83,7,2024-01-08,Express,0,None,None,None
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-08-24,Standard,67.21,"Impulse Item","Impulse Item",Accessory
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2023-12-06,Express,65.02,"Impulse Item","Impulse Item",None
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,2024-03-22,Express,63.03,"Extended Warranty",Accessory,Accessory
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-12-09,Overnight,0,None,None,None
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,"Debit Card",4747.14,791.19,6,2023-11-04,Express,46.92,"Impulse Item","Extended Warranty",None
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-02,Standard,48.93,"Extended Warranty","Extended Warranty",None
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-03-27,Express,39.14,Accessory,None,None
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,"Debit Card",6758.64,844.83,8,2024-07-06,Standard,81.34,"Extended Warranty","Extended Warranty","Impulse Item"
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2023-12-01,Express,68.66,"Extended Warranty","Impulse Item",None
1134,23,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",927.92,463.96,2,2023-12-22,Overnight,43.76,"Impulse Item","Extended Warranty",None
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,"Debit Card",3711.68,463.96,8,2024-06-10,Express,102.64,"Extended Warranty","Extended Warranty","Extended Warranty"
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-07-22,Standard,0,None,None,None
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,"Credit Card",844.83,844.83,1,2023-12-14,Overnight,41.06,Accessory,None,None
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,"Debit Card",6329.52,791.19,8,2024-09-21,Overnight,46.71,"Extended Warranty","Extended Warranty",Accessory
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2023-12-02,Express,11.92,"Extended Warranty",None,None
1141,61,Male,No,Laptop,SKU1005,3,Completed,"Credit Card",1391.88,463.96,3,2023-12-30,Standard,42.12,"Impulse Item",None,None
1141,61,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",3711.68,463.96,8,2024-04-14,Standard,60.23,"Impulse Item","Extended Warranty",None
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2023-10-26,Standard,33.15,Accessory,None,None
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-12-06,Express,0,None,None,None
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",844.83,844.83,1,2024-02-26,Overnight,89.92,"Extended Warranty",Accessory,None
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2024-01-19,Overnight,16.42,"Extended Warranty",None,None
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-05-23,Express,23.28,"Extended Warranty",None,None
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,"Debit Card",5068.98,844.83,6,2024-09-13,Express,12,"Extended Warranty",None,None
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-07-19,Overnight,85.51,"Impulse Item",Accessory,Accessory
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2024-03-05,Standard,0,None,None,None
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,"Credit Card",927.92,463.96,2,2024-03-14,Standard,0,None,None,None
1148,77,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-08-17,Standard,102.68,"Impulse Item","Impulse Item","Extended Warranty"
1149,60,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",3379.32,844.83,4,2023-10-30,Overnight,46.83,"Extended Warranty",Accessory,"Impulse Item"
1149,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,2024-07-06,Express,35.49,"Impulse Item",None,None
1149,60,Male,Yes,Smartphone,SKU1001,5,Completed,"Credit Card",83,20.75,4,2024-08-11,Express,90.09,Accessory,"Extended Warranty",Accessory
1150,21,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",5538.33,791.19,7,2024-03-16,Express,35.65,Accessory,None,None
1151,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-04-10,Express,76.73,"Impulse Item","Impulse Item",None
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,2024-07-18,Express,0,None,None,None
1152,45,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-02-10,Express,66.83,"Impulse Item","Impulse Item",Accessory
1154,70,Female,No,Laptop,SKU1005,3,Completed,"Credit Card",463.96,463.96,1,2024-09-09,Overnight,0,None,None,None
1155,29,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",5913.81,844.83,7,2024-03-17,Express,72.69,"Impulse Item",Accessory,"Extended Warranty"
1155,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-05-22,Express,14.41,"Extended Warranty",None,None
1160,22,Female,Yes,Smartphone,SKU1001,5,Cancelled,"Debit Card",83,20.75,4,2024-09-04,Express,57.28,"Impulse Item","Extended Warranty",None
1162,20,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-08-02,Overnight,57.06,"Impulse Item","Impulse Item",None
1167,66,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2023-12-05,Express,61.43,"Impulse Item",Accessory,None
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2023-10-27,Overnight,0,None,None,None
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",5538.33,791.19,7,2023-10-03,Overnight,0,None,None,None
1169,57,Female,Yes,Laptop,SKU1005,3,Cancelled,"Credit Card",2783.76,463.96,6,2024-05-23,Overnight,54.39,"Impulse Item",Accessory,None
1170,54,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",5538.33,791.19,7,2024-04-01,Overnight,76.57,"Extended Warranty","Extended Warranty",None
1171,50,Male,Yes,Laptop,SKU1005,3,Completed,"Debit Card",3247.72,463.96,7,2023-10-08,Standard,97.1,Accessory,Accessory,"Impulse Item"
1171,50,Male,No,Laptop,SKU1005,3,Completed,"Credit Card",4175.64,463.96,9,2023-12-15,Overnight,52.57,Accessory,"Extended Warranty",None
1171,50,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-08-06,Standard,89.46,"Extended Warranty","Extended Warranty",None
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-09-07,Overnight,0,None,None,None
1174,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-02-11,Overnight,11.75,"Extended Warranty",None,None
1174,29,Male,No,Tablet,SKU1002,3,Cancelled,"Credit Card",988.12,247.03,4,2024-08-13,Standard,95.57,"Extended Warranty",Accessory,"Impulse Item"
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2023-11-05,Standard,0,None,None,None
1175,62,Male,No,Laptop,SKU1005,3,Completed,"Credit Card",3247.72,463.96,7,2024-09-17,Express,108.15,"Extended Warranty",Accessory,"Extended Warranty"
1177,49,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-05-30,Overnight,69,"Impulse Item","Impulse Item","Impulse Item"
1178,19,Female,No,Tablet,SKU1002,3,Cancelled,"Credit Card",247.03,247.03,1,2024-04-23,Overnight,45.32,"Impulse Item","Impulse Item",None
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-03-15,Express,0,None,None,None
1181,50,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-08-04,Standard,35.87,"Impulse Item",None,None
